date,load,temperature
2015-01-04 06:00:00,38943.0,2.126007
2015-01-04 06:15:00,39079.0,2.126007
2015-01-04 06:30:00,40329.0,2.126007
2015-01-04 06:45:00,40365.0,2.126007
2015-01-04 07:00:00,40970.0,1.9464722
2015-01-04 07:15:00,41362.0,1.9464722
2015-01-04 07:30:00,42972.0,1.9464722
2015-01-04 07:45:00,43626.0,1.9464722
2015-01-04 08:00:00,44147.0,1.8598633
2015-01-04 08:15:00,44688.0,1.8598633
2015-01-04 08:30:00,45372.0,1.8598633
2015-01-04 08:45:00,46033.0,1.8598633
2015-01-04 09:00:00,46998.0,2.1543274
2015-01-04 09:15:00,47860.0,2.1543274
2015-01-04 09:30:00,48601.0,2.1543274
2015-01-04 09:45:00,49463.0,2.1543274
2015-01-04 10:00:00,50460.0,2.6933594
2015-01-04 10:15:00,51337.0,2.6933594
2015-01-04 10:30:00,52034.0,2.6933594
2015-01-04 10:45:00,52769.0,2.6933594
2015-01-04 11:00:00,53651.0,3.1509705
2015-01-04 11:15:00,54692.0,3.1509705
2015-01-04 11:30:00,55360.0,3.1509705
2015-01-04 11:45:00,55420.0,3.1509705
2015-01-04 12:00:00,55351.0,3.4429932
2015-01-04 12:15:00,55273.0,3.4429932
2015-01-04 12:30:00,55065.0,3.4429932
2015-01-04 12:45:00,54561.0,3.4429932
2015-01-04 13:00:00,54249.0,3.5644836
2015-01-04 13:15:00,53719.0,3.5644836
2015-01-04 13:30:00,53516.0,3.5644836
2015-01-04 13:45:00,52991.0,3.5644836
2015-01-04 14:00:00,52803.0,3.5161133
2015-01-04 14:15:00,52216.0,3.5161133
2015-01-04 14:30:00,51905.0,3.5161133
2015-01-04 14:45:00,51745.0,3.5161133
2015-01-04 15:00:00,51828.0,3.1399536
2015-01-04 15:15:00,51549.0,3.1399536
2015-01-04 15:30:00,51540.0,3.1399536
2015-01-04 15:45:00,51762.0,3.1399536
2015-01-04 16:00:00,51938.0,2.6158142
2015-01-04 16:15:00,52696.0,2.6158142
2015-01-04 16:30:00,54038.0,2.6158142
2015-01-04 16:45:00,55478.0,2.6158142
2015-01-04 17:00:00,57112.0,2.1871338
2015-01-04 17:15:00,57878.0,2.1871338
2015-01-04 17:30:00,58280.0,2.1871338
2015-01-04 17:45:00,58586.0,2.1871338
2015-01-04 18:00:00,59164.0,1.9031372
2015-01-04 18:15:00,59190.0,1.9031372
2015-01-04 18:30:00,58976.0,1.9031372
2015-01-04 18:45:00,58794.0,1.9031372
2015-01-04 19:00:00,58166.0,1.6753845
2015-01-04 19:15:00,57657.0,1.6753845
2015-01-04 19:30:00,57490.0,1.6753845
2015-01-04 19:45:00,56967.0,1.6753845
2015-01-04 20:00:00,56193.0,1.5352478
2015-01-04 20:15:00,55410.0,1.5352478
2015-01-04 20:30:00,54550.0,1.5352478
2015-01-04 20:45:00,53963.0,1.5352478
2015-01-04 21:00:00,53616.0,1.4135437
2015-01-04 21:15:00,53620.0,1.4135437
2015-01-04 21:30:00,53407.0,1.4135437
2015-01-04 21:45:00,53457.0,1.4135437
2015-01-04 22:00:00,54262.0,1.269165
2015-01-04 22:15:00,53776.0,1.269165
2015-01-04 22:30:00,53429.0,1.269165
2015-01-04 22:45:00,52324.0,1.269165
2015-01-04 23:00:00,51605.0,1.1766968
2015-01-04 23:15:00,50634.0,1.1766968
2015-01-04 23:30:00,49933.0,1.1766968
2015-01-04 23:45:00,49089.0,1.1766968
2015-01-05 00:00:00,48010.0,1.1116333
2015-01-05 00:15:00,47335.0,1.1116333
2015-01-05 00:30:00,46647.0,1.1116333
2015-01-05 00:45:00,45995.0,1.1116333
2015-01-05 01:00:00,45489.0,1.0793457
2015-01-05 01:15:00,45015.0,1.0793457
2015-01-05 01:30:00,44732.0,1.0793457
2015-01-05 01:45:00,44564.0,1.0793457
2015-01-05 02:00:00,44275.0,1.0251465
2015-01-05 02:15:00,43984.0,1.0251465
2015-01-05 02:30:00,43824.0,1.0251465
2015-01-05 02:45:00,43833.0,1.0251465
2015-01-05 03:00:00,43928.0,0.9838867
2015-01-05 03:15:00,43896.0,0.9838867
2015-01-05 03:30:00,43978.0,0.9838867
2015-01-05 03:45:00,44239.0,0.9838867
2015-01-05 04:00:00,44468.0,0.87680054
2015-01-05 04:15:00,44928.0,0.87680054
2015-01-05 04:30:00,45579.0,0.87680054
2015-01-05 04:45:00,46210.0,0.87680054
2015-01-05 05:00:00,47479.0,0.7782593
2015-01-05 05:15:00,48136.0,0.7782593
2015-01-05 05:30:00,49080.0,0.7782593
2015-01-05 05:45:00,50213.0,0.7782593
2015-01-05 06:00:00,51987.0,0.723999
2015-01-05 06:15:00,53856.0,0.723999
2015-01-05 06:30:00,55593.0,0.723999
2015-01-05 06:45:00,57127.0,0.723999
2015-01-05 07:00:00,58809.0,0.66482544
2015-01-05 07:15:00,60239.0,0.66482544
2015-01-05 07:30:00,61585.0,0.66482544
2015-01-05 07:45:00,62802.0,0.66482544
2015-01-05 08:00:00,63708.0,0.6237488
2015-01-05 08:15:00,64170.0,0.6237488
2015-01-05 08:30:00,64883.0,0.6237488
2015-01-05 08:45:00,65196.0,0.6237488
2015-01-05 09:00:00,65381.0,0.97384644
2015-01-05 09:15:00,65696.0,0.97384644
2015-01-05 09:30:00,66019.0,0.97384644
2015-01-05 09:45:00,66150.0,0.97384644
2015-01-05 10:00:00,66572.0,1.5706177
2015-01-05 10:15:00,66882.0,1.5706177
2015-01-05 10:30:00,67274.0,1.5706177
2015-01-05 10:45:00,67490.0,1.5706177
2015-01-05 11:00:00,67807.0,2.0977783
2015-01-05 11:15:00,68152.0,2.0977783
2015-01-05 11:30:00,68362.0,2.0977783
2015-01-05 11:45:00,68235.0,2.0977783
2015-01-05 12:00:00,68040.0,2.4978943
2015-01-05 12:15:00,68127.0,2.4978943
2015-01-05 12:30:00,68172.0,2.4978943
2015-01-05 12:45:00,67968.0,2.4978943
2015-01-05 13:00:00,67915.0,2.723999
2015-01-05 13:15:00,67364.0,2.723999
2015-01-05 13:30:00,67095.0,2.723999
2015-01-05 13:45:00,66552.0,2.723999
2015-01-05 14:00:00,66322.0,2.740265
2015-01-05 14:15:00,66174.0,2.740265
2015-01-05 14:30:00,65873.0,2.740265
2015-01-05 14:45:00,65762.0,2.740265
2015-01-05 15:00:00,65656.0,2.4120789
2015-01-05 15:15:00,65449.0,2.4120789
2015-01-05 15:30:00,65185.0,2.4120789
2015-01-05 15:45:00,65078.0,2.4120789
2015-01-05 16:00:00,65622.0,1.7320862
2015-01-05 16:15:00,66098.0,1.7320862
2015-01-05 16:30:00,66790.0,1.7320862
2015-01-05 16:45:00,67804.0,1.7320862
2015-01-05 17:00:00,69217.0,1.2602844
2015-01-05 17:15:00,70210.0,1.2602844
2015-01-05 17:30:00,70592.0,1.2602844
2015-01-05 17:45:00,70891.0,1.2602844
2015-01-05 18:00:00,70628.0,1.0325317
2015-01-05 18:15:00,70306.0,1.0325317
2015-01-05 18:30:00,69902.0,1.0325317
2015-01-05 18:45:00,69794.0,1.0325317
2015-01-05 19:00:00,69299.0,0.79629517
2015-01-05 19:15:00,68731.0,0.79629517
2015-01-05 19:30:00,68141.0,0.79629517
2015-01-05 19:45:00,67342.0,0.79629517
2015-01-05 20:00:00,65813.0,0.6473999
2015-01-05 20:15:00,64587.0,0.6473999
2015-01-05 20:30:00,63419.0,0.6473999
2015-01-05 20:45:00,62487.0,0.6473999
2015-01-05 21:00:00,62013.0,0.55319214
2015-01-05 21:15:00,61375.0,0.55319214
2015-01-05 21:30:00,60604.0,0.55319214
2015-01-05 21:45:00,60064.0,0.55319214
2015-01-05 22:00:00,60528.0,0.42367554
2015-01-05 22:15:00,59900.0,0.42367554
2015-01-05 22:30:00,58892.0,0.42367554
2015-01-05 22:45:00,57617.0,0.42367554
2015-01-05 23:00:00,56465.0,0.32260132
2015-01-05 23:15:00,55316.0,0.32260132
2015-01-05 23:30:00,54365.0,0.32260132
2015-01-05 23:45:00,53863.0,0.32260132
2015-01-06 00:00:00,52914.0,0.19821167
2015-01-06 00:15:00,51945.0,0.19821167
2015-01-06 00:30:00,51092.0,0.19821167
2015-01-06 00:45:00,50518.0,0.19821167
2015-01-06 01:00:00,49966.0,0.052246094
2015-01-06 01:15:00,49314.0,0.052246094
2015-01-06 01:30:00,48930.0,0.052246094
2015-01-06 01:45:00,48708.0,0.052246094
2015-01-06 02:00:00,48492.0,-0.12265015
2015-01-06 02:15:00,48212.0,-0.12265015
2015-01-06 02:30:00,48039.0,-0.12265015
2015-01-06 02:45:00,48076.0,-0.12265015
2015-01-06 03:00:00,48209.0,-0.28097534
2015-01-06 03:15:00,48111.0,-0.28097534
2015-01-06 03:30:00,48210.0,-0.28097534
2015-01-06 03:45:00,48330.0,-0.28097534
2015-01-06 04:00:00,48853.0,-0.43447876
2015-01-06 04:15:00,48707.0,-0.43447876
2015-01-06 04:30:00,48934.0,-0.43447876
2015-01-06 04:45:00,49342.0,-0.43447876
2015-01-06 05:00:00,49967.0,-0.5628662
2015-01-06 05:15:00,50460.0,-0.5628662
2015-01-06 05:30:00,50952.0,-0.5628662
2015-01-06 05:45:00,51645.0,-0.5628662
2015-01-06 06:00:00,52701.0,-0.68859863
2015-01-06 06:15:00,54250.0,-0.68859863
2015-01-06 06:30:00,55826.0,-0.68859863
2015-01-06 06:45:00,56813.0,-0.68859863
2015-01-06 07:00:00,58655.0,-0.7899475
2015-01-06 07:15:00,59600.0,-0.7899475
2015-01-06 07:30:00,60757.0,-0.7899475
2015-01-06 07:45:00,61659.0,-0.7899475
2015-01-06 08:00:00,62400.0,-0.75860596
2015-01-06 08:15:00,62593.0,-0.75860596
2015-01-06 08:30:00,62971.0,-0.75860596
2015-01-06 08:45:00,63189.0,-0.75860596
2015-01-06 09:00:00,63358.0,-0.14175415
2015-01-06 09:15:00,63766.0,-0.14175415
2015-01-06 09:30:00,64337.0,-0.14175415
2015-01-06 09:45:00,64820.0,-0.14175415
2015-01-06 10:00:00,64995.0,0.7774048
2015-01-06 10:15:00,65352.0,0.7774048
2015-01-06 10:30:00,65815.0,0.7774048
2015-01-06 10:45:00,66203.0,0.7774048
2015-01-06 11:00:00,66351.0,1.562439
2015-01-06 11:15:00,66852.0,1.562439
2015-01-06 11:30:00,67065.0,1.562439
2015-01-06 11:45:00,66918.0,1.562439
2015-01-06 12:00:00,66874.0,2.0124817
2015-01-06 12:15:00,66730.0,2.0124817
2015-01-06 12:30:00,66623.0,2.0124817
2015-01-06 12:45:00,66368.0,2.0124817
2015-01-06 13:00:00,66241.0,2.2529907
2015-01-06 13:15:00,65847.0,2.2529907
2015-01-06 13:30:00,65482.0,2.2529907
2015-01-06 13:45:00,64919.0,2.2529907
2015-01-06 14:00:00,64325.0,2.0550537
2015-01-06 14:15:00,64088.0,2.0550537
2015-01-06 14:30:00,63955.0,2.0550537
2015-01-06 14:45:00,63773.0,2.0550537
2015-01-06 15:00:00,63690.0,1.5522766
2015-01-06 15:15:00,63642.0,1.5522766
2015-01-06 15:30:00,63557.0,1.5522766
2015-01-06 15:45:00,63604.0,1.5522766
2015-01-06 16:00:00,63960.0,0.8074951
2015-01-06 16:15:00,64583.0,0.8074951
2015-01-06 16:30:00,65531.0,0.8074951
2015-01-06 16:45:00,66768.0,0.8074951
2015-01-06 17:00:00,68246.0,0.33758545
2015-01-06 17:15:00,69255.0,0.33758545
2015-01-06 17:30:00,70019.0,0.33758545
2015-01-06 17:45:00,70204.0,0.33758545
2015-01-06 18:00:00,69841.0,0.09613037
2015-01-06 18:15:00,69220.0,0.09613037
2015-01-06 18:30:00,69241.0,0.09613037
2015-01-06 18:45:00,69205.0,0.09613037
2015-01-06 19:00:00,68805.0,-0.063323975
2015-01-06 19:15:00,68169.0,-0.063323975
2015-01-06 19:30:00,67788.0,-0.063323975
2015-01-06 19:45:00,67317.0,-0.063323975
2015-01-06 20:00:00,66038.0,-0.1427002
2015-01-06 20:15:00,64881.0,-0.1427002
2015-01-06 20:30:00,63998.0,-0.1427002
2015-01-06 20:45:00,63036.0,-0.1427002
2015-01-06 21:00:00,62704.0,-0.14007568
2015-01-06 21:15:00,62230.0,-0.14007568
2015-01-06 21:30:00,61473.0,-0.14007568
2015-01-06 21:45:00,60553.0,-0.14007568
2015-01-06 22:00:00,60740.0,-0.06359863
2015-01-06 22:15:00,59946.0,-0.06359863
2015-01-06 22:30:00,58885.0,-0.06359863
2015-01-06 22:45:00,57661.0,-0.06359863
2015-01-06 23:00:00,56731.0,0.041748047
2015-01-06 23:15:00,55728.0,0.041748047
2015-01-06 23:30:00,54610.0,0.041748047
2015-01-06 23:45:00,53923.0,0.041748047
2015-01-07 00:00:00,52899.0,0.19454956
2015-01-07 00:15:00,52096.0,0.19454956
2015-01-07 00:30:00,51094.0,0.19454956
2015-01-07 00:45:00,50777.0,0.19454956
2015-01-07 01:00:00,50257.0,0.2857666
2015-01-07 01:15:00,49601.0,0.2857666
2015-01-07 01:30:00,49269.0,0.2857666
